cluster,gene,avg_log2FC,p_val_adj
12,HIST1H3G,2.2806679514535,1.11253694070627e-308
12,CLIC5,2.01190391656053,0
12,NPY,1.97715847576578,0
12,NID2,1.91008186067771,0
12,MYBPC1,1.89347424120555,0
12,UCHL1,1.77134895874886,4.46227982342171e-239
12,AC092069.1,1.71664279618647,0
12,ITGA2,1.71290721737306,2.00339945350966e-53
12,INPP4B,1.64847275270874,8.59853076229209e-52
12,ERRFI1,1.63400028546487,9.49893883980657e-54
13,IGLC2,7.81593471669175,0
13,IGLC3,7.76520179512829,0
13,IGHA1,7.69491625286245,1.55376351063977e-44
13,IGKC,7.68363072278559,0
13,IGHA2,7.57225468783308,4.6698248170483e-47
13,IGHG2,7.56266605058975,4.48674347545798e-155
13,IGHG1,7.53031161718185,0
13,JCHAIN,6.89556311706236,0
13,IGHM,6.76160620443586,5.22093765188921e-17
13,MZB1,6.53530920262123,0
13,TNFRSF17,5.99291915411679,0
13,DERL3,5.98759683381464,0
13,FCRL5,5.17060715523442,0
13,POU2AF1,4.46986992644249,9.61792203727393e-281
13,CD38,4.42888990918199,0
13,FKBP11,3.93510716247786,0
13,CD79A,3.63144453729921,0
13,RAB30,3.56740927682827,1.11253694304763e-308
13,TENT5C,3.23632909352873,0
13,SLAMF7,3.1337064014264,3.53196551565845e-71
14,GSTA1,5.68625403705199,2.07959721125689e-191
14,SAA4,4.34910866855593,2.36111149281977e-26
14,CHI3L1,4.34209529390045,0
14,CHI3L2,3.86279514939536,0
14,NEURL3,3.83852083041811,0
14,FBLN5,3.75928257937625,7.67152912832773e-50
14,SERPINB3,3.74004794048147,1.81141781840319e-178
14,SERPINB7,3.63600731865115,1.70575812484585e-21
14,SERPINB4,3.57844348873616,1.28610275295212e-101
14,EEF1G,3.56327974769217,4.71430679779313e-11
14,AL049839.2,3.54160896928255,7.65032945102373e-204
14,C15orf62,3.52736812542403,0
14,CFB,3.48197866631149,2.31069174999025e-13
14,PLEKHS1,3.37801109118294,1.88812257351247e-31
14,LINC00284,3.30862120660489,0
14,HCAR2,3.0581248981836,0
14,ODAPH,3.05225668982751,0
14,CYP27B1,2.99201154279583,0
14,AC009120.5,2.91840560654295,0
14,CCL28,2.83148022452849,1.10395484560061e-24
15,CTSW,4.02764107059979,8.88950423662427e-25
15,GZMB,3.6138373686367,3.51682946230658e-45
15,KRT86,3.55140794730698,1.45631224000193e-37
15,TRAC,3.43422259381112,0
15,CD7,3.41088774402858,1.14534183973119e-126
15,HSPA1B,3.32151702560539,3.09124813931226e-96
15,RAB33A,3.2564328959285,5.91211110831287e-17
15,CD52,3.23736218292408,0
15,TNFRSF4,3.22491126714529,7.66318784835618e-30
15,TRBC2,3.21435363163432,1.05731627871937e-226
15,CCL4L2,3.17586039247328,1.71950207075024e-76
15,RGS1,3.16559956612112,1.96161013664057e-186
15,TNFRSF18,3.15583070772531,4.58239478177841e-75
15,ALOX5AP,3.1465182942882,4.33265995082397e-114
15,IL2RA,3.09283868256324,9.7301254601171e-85
15,CCL3L1,3.07831216762138,1.09382012492753e-106
15,LAG3,3.07418264209408,1.13422459662658e-08
15,CD69,3.0714235238746,4.1726276305988e-157
15,CD8A,3.01214084599196,2.25737133096598e-22
15,GIMAP7,2.97767325387452,1
16,BANK1,8.212013960288,0
16,CD79A,6.11412951425352,0
16,IRF8,4.38879665228665,1.73828190723067e-13
16,MEF2C,4.30269886162689,6.24086857121388e-71
16,FCRL5,4.13924019048496,1.00399719807361e-18
16,CLECL1,4.12522190238357,1.28042963524595e-15
16,MARCH1,4.00747112457437,1.05879424842439e-29
16,RASGRP3,3.54505576190807,1.18943172035332e-05
16,CD83,3.5013314977629,7.82327978327629e-84
16,PHACTR1,3.25799419058334,3.24085340748674e-23
16,PLAC8,3.2249461313801,3.53294958989175e-09
16,CD40,3.21355156291431,1
16,HLA-DQB1,3.16294690970597,0
16,PKIG,3.13271160557895,1.79706628377119e-22
16,RIPOR2,3.04709569063295,4.5300011607653e-20
16,CCR7,3.04090251261788,1.32013490970668e-28
16,HLA-DOA,2.99639124745062,1.73899870179947e-110
16,HLA-DQA1,2.91702854395527,0
16,HLA-DPB1,2.85033844504198,0
16,NCF1,2.82431345523301,2.55506305269964e-13
17,TNFRSF11B,5.46388209300071,3.1696876027396e-204
17,SCGB2A2,4.64832665197285,0
17,AC242988.1,4.51251453084234,0
17,PTN,4.11401935940281,0
17,SCGB2A1,4.09228282673054,1.42638869642598e-24
17,TGFB2-AS1,3.73463320059643,0
17,SAA4,3.46351819968059,4.94161086250533e-129
17,KLK4,3.09135968053389,0
17,LINC01549,2.97698745248975,0
17,EEF1G,2.91503529638046,1.42255820941171e-83
17,CA3,2.91440899305342,0
17,KRT4,2.86549797388173,0
17,KRT13,2.62856474006304,0
17,FGF2,2.45232857957157,2.99838454112372e-19
17,LOXL4,2.40117406433314,3.4864182208896e-82
17,CRYM,2.34944469280446,0
17,PI3,2.34630058971841,2.25764872907048e-18
17,EPPIN,2.31057708939861,0
17,DUSP14,2.29611121769147,3.40349283209077e-51
17,CHODL,2.29042531814869,0
18,ASPM,5.56582091416281,0
18,KNL1,5.49400590725701,3.93690508836623e-230
18,NCAPG,5.1278197619847,1.06458202363651e-129
18,HMMR,4.85418556504563,1.72732487090389e-207
18,DLGAP5,4.71337607600416,1.58348749097958e-215
18,KIF11,4.70477526078149,2.30222118908221e-105
18,BUB1,4.52243177726492,5.7128010681814e-96
18,CENPE,4.51603946660256,3.4779112257551e-204
18,MKI67,4.40154711304656,0
18,TOP2A,4.3663553228062,0
18,SHCBP1,4.36415148230515,5.00834713883388e-86
18,SGO2,4.0633912046546,1.43740948437835e-175
18,TTK,4.02957496962195,3.78622311090797e-73
18,CENPF,3.96848039515665,0
18,CKAP2L,3.94144152428108,0.17204502657175
18,RRM2,3.90230061117774,9.79745941614965e-175
18,GTSE1,3.82241156624484,8.1415869067101e-118
18,TPX2,3.66820208492373,2.65050004302102e-196
18,CCNA2,3.64723998955595,3.09476441765613e-57
18,NUSAP1,3.60967742525763,0
19,COL11A1,9.47912090273838,0
19,MMP11,8.6889395423863,1.55590149162165e-152
19,COL10A1,8.50653341377144,0
19,LRRC15,7.7889743279085,0
19,TDO2,7.76340360321711,0
19,ASPN,7.00717166943028,0
19,POSTN,6.9062591570879,0
19,COL5A1,6.8667998555045,0
19,COL5A2,6.8505056749242,0
19,NTM,6.73361819564854,1.75461239530988e-276
19,ADAMTS2,6.70168700060102,0
19,COL1A1,6.70066750917146,0
19,SPOCK1,6.66246428017944,1.42107012253644e-110
19,AEBP1,6.61685364613905,0
19,THBS2,6.59049980615155,0
19,PDGFRB,6.5641423260848,0
19,ADAMTS12,6.5088051687864,0
19,COL1A2,6.50524891569153,0
19,SGIP1,6.48627878557924,3.26032786838072e-158
19,COL12A1,6.38347379796499,0
20,MMP27,11.8080316091415,0
20,ABI3BP,11.704055448928,1.51004015292893e-40
20,AL513283.1,9.94209528167639,0
20,ABCA8,9.02004882539348,0
20,MAB21L1,8.96229043399989,3.10938397847723e-266
20,PI16,8.96020199136547,0
20,GDF10,8.88472329588199,0
20,ADH1B,8.60255431099987,0
20,VEGFD,8.5525220612778,0
20,TNXB,8.43001456413175,7.21565678806115e-24
20,OGN,8.4097429645923,6.49057088028152e-112
20,MFAP4,8.04205765168959,0
20,THBS4,8.0270879398345,0
20,IGF1,7.99917905162319,0
20,SFRP4,7.970919196584,1.31178923180633e-07
20,DACT2,7.9593426146787,0
20,C7,7.93434174989168,0
20,HAS1,7.91597305669204,0
20,LRRN4CL,7.79312578698537,0
20,PLA2G2A,7.77598719259963,2.87569047166691e-284
21,XAGE2,8.17067796200612,4.16416743336815e-215
21,PCP4,8.01052415586175,0
21,PICSAR,6.3704376512867,2.3808777734024e-263
21,COL2A1,6.31967182634952,5.06854043308893e-128
21,NEURL1,6.04209568029211,1.97993752897369e-269
21,HRCT1,5.96934149946344,0
21,ANGPT1,5.44993490154767,4.03517768017275e-09
21,PEG3,5.18950177953643,3.6234102511944e-90
21,COL11A2,4.95057589028912,1.28786533886758e-25
21,MBNL1-AS1,4.81588130909442,3.35332325578444e-131
21,PRAME,4.75323802302621,7.89605945197778e-168
21,SCRG1,4.66271420359318,0
21,TMEM61,4.59812511822151,6.2290437057074e-63
21,PCSK1N,4.5908428769781,0
21,AARD,4.56656693169231,0
21,LOXL2,4.36286276354888,7.44618627382527e-109
21,PRSS21,4.35731979247222,4.1879027825217e-277
21,CRISPLD1,4.31401818321884,1.26261055931949e-99
21,DLC1,4.21482337925064,2.98852349432218e-122
21,UCHL1,4.12098915674935,4.03705896705663e-72
22,HPX,6.35192434808225,5.56670961229875e-201
22,AL049839.2,5.90361212838447,1.27676628409494e-70
22,TCIM,4.82063575140047,0
22,PTHLH,4.7205354195472,7.9323045780377e-202
22,PNMT,4.69974441668605,3.44967930847057e-179
22,TMEM45B,4.67611871690399,2.70992163986317e-54
22,FAM81B,4.61388744242327,0
22,TNFSF11,4.51032546857211,7.65052518917791e-86
22,SERPINA5,4.43980382937295,2.56232757788358e-14
22,UBD,4.27105350389915,4.12687171047426e-48
22,CA2,4.21043008668268,2.58049999296811e-205
22,DNAJC12,4.18889438551256,7.29027342363587e-124
22,RND1,4.17405696533023,4.16448605783617e-123
22,SERPINA3,4.10811555533059,0.00114758354591999
22,MATN3,4.05610671502644,0
22,PLAT,4.04747956627754,1.76364424690689e-17
22,MISP,4.0120487418297,1.32429612179266e-123
22,C9orf152,3.98276287197732,7.72773652498517e-09
22,TFAP2B,3.92329303364094,0
22,AL033397.2,3.90428106252311,0
23,TPSB2,8.8165215387793,0
23,TPSAB1,8.74772710730641,0
23,SLC18A2,7.87523531983838,0
23,MS4A2,7.59321356997561,0
23,GATA2,6.65864417561432,0
23,PLCG2,6.32221428948284,1.09502054481662e-234
23,ADCYAP1,6.1335682215775,0
23,AP000911.1,5.15381941550393,0
23,AL133163.2,4.89159629272814,0
23,RND1,4.58590752209593,0
23,ARC,4.46532552878688,1.8961907793855e-10
23,HBD,4.33634032058082,0
23,HSPA1L,4.28429892255688,0
23,HSPA6,4.1960196792288,1.35713452022603e-25
23,PNMT,4.18647127000069,6.8777107674399e-27
23,HBB,3.98282176753239,0
23,HBA2,3.95861108989821,0
23,LTC4S,3.94010586635011,0
23,STXBP6,3.8473563175575,1.0627488572291e-174
23,DHRS9,3.81153810376431,0
24,ADGRL4,11.3850996135458,0
24,ACKR1,11.3254847649575,0
24,CLEC14A,10.9932986596072,0
24,PCDH17,10.6989902212278,0
24,VWF,10.6879092631562,0
24,CDH5,10.5804895554876,0
24,TEK,10.5183073913649,0
24,MYCT1,10.4650925878542,0
24,APLNR,10.4006151106773,0
24,CXorf36,10.3134555234416,0
24,PCAT19,10.2274469555109,0
24,CD300LG,10.1809962075021,0
24,SOX18,9.93799613140493,0
24,SOX17,9.87425678687605,1.49275568286332e-277
24,PLVAP,9.86754216892795,0
24,CLDN5,9.80645196621967,0
24,ARHGEF15,9.47237886718522,0
24,ECSCR,9.35392886138864,0
24,TIE1,9.27149399699178,0
24,NOVA2,9.19878230852011,0
25,SCT,9.36635688214371,0
25,DNASE1L3,8.31634870837274,1.7648258533671e-163
25,SMPD3,8.26924517454288,2.92301487671865e-291
25,LAMP5,8.10162973900204,8.7560232096705e-201
25,PLD4,7.9704060004171,0
25,PTGDS,7.44751901473187,9.26618858740352e-259
25,MAP1A,6.88481632141682,3.63835084921128e-125
25,LINC00996,6.87033269950376,0
25,SPIB,6.1862620264275,2.24229621290655e-196
25,IRF8,5.90771050371445,1.1126277063777e-308
25,PLAC8,5.79791738117009,0
25,IRF4,5.56551390126091,3.25893410733149e-91
25,TCF4,4.90502313534473,3.07563814004616e-295
25,LILRB4,4.85299961915005,2.02774184353691e-255
25,IRF7,4.82322344089937,1.59085384734837e-283
25,RNASE6,4.67607117216734,2.7096828324884e-267
25,GZMB,4.66465168181386,0
25,GRASP,4.5346755120794,7.24073802300318e-20
25,PLEK,4.47749047270739,5.55767794964126e-157
25,GPR183,4.46106616682846,8.18534374194497e-154
26,LTF,6.60619996567314,9.44429669589356e-145
26,PIGR,6.11232969686862,1.96970009028441e-107
26,ZG16B,5.6595401829839,1.60239741870993e-42
26,XDH,5.08502503136751,1.83731306158396e-29
26,FAM3D,4.96877388763678,0.00792303182919295
26,CCL28,4.35713999255112,2.19211540365679e-88
26,MGP,4.2208919147554,3.30952752941813e-122
26,STAC2,4.01186267658468,3.11886638814532e-20
26,BBOX1,3.89185006518962,4.74375634804691e-26
26,CLU,3.88785965146988,1.72199411467984e-71
26,FMO2,3.78248618157103,1
26,SAA2,3.71345649076433,5.59491951888809e-81
26,FGFBP1,3.60648319294483,3.60562989884608e-36
26,NCALD,3.51809679661715,3.42389423617475e-27
26,ELF5,3.43625048416642,1.22702704816625e-36
26,KIT,3.31938824235435,2.02452093438873e-37
26,SLC12A2,3.30485294874637,4.33890159824916e-57
26,CLDN8,3.28640432668194,1.88971503309554e-11
26,CX3CL1,3.26295540512567,7.45462252409166e-78
26,PROM1,3.20832717170595,1.83804323768464e-60
